[2026-02-27 23:12:06,726 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-27 23:12:09,406 ] 17 root - INFO - Initiate the dataingestion
[2026-02-27 23:12:14,201 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-27 23:12:14,202 ] 70 root - INFO - Exporting train and test file path
[2026-02-27 23:12:14,265 ] 80 root - INFO - Exported train and test file path
[2026-02-27 23:12:14,266 ] 20 root - INFO - Data initiaion completed
[2026-02-27 23:12:14,283 ] 24 root - INFO - initiate the data validation
[2026-02-27 23:12:14,342 ] 37 root - INFO - Required number of columns:2
[2026-02-27 23:12:14,342 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 23:12:14,342 ] 37 root - INFO - Required number of columns:2
[2026-02-27 23:12:14,342 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 23:12:14,486 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-27 23:12:14,486 ] 53 root - INFO - starting data transformation
[2026-02-27 23:12:14,512 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
[2026-02-27 23:12:14,512 ] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-27 23:12:14,529 ] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-02-27 23:12:14,533 ] 56 root - INFO - exited the save_object method of MainUtils class
[2026-02-27 23:12:14,535 ] 33 root - INFO - Model Training sstared
