[2026-02-28 09:26:25,240 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-28 09:26:30,621 ] 17 root - INFO - Initiate the dataingestion
[2026-02-28 09:26:35,388 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-28 09:26:35,389 ] 70 root - INFO - Exporting train and test file path
[2026-02-28 09:26:35,460 ] 80 root - INFO - Exported train and test file path
[2026-02-28 09:26:35,461 ] 20 root - INFO - Data initiaion completed
[2026-02-28 09:26:35,469 ] 24 root - INFO - initiate the data validation
[2026-02-28 09:26:35,543 ] 37 root - INFO - Required number of columns:2
[2026-02-28 09:26:35,543 ] 38 root - INFO - Data from ha columns:31
[2026-02-28 09:26:35,543 ] 37 root - INFO - Required number of columns:2
[2026-02-28 09:26:35,543 ] 38 root - INFO - Data from ha columns:31
[2026-02-28 09:26:35,708 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-28 09:26:35,708 ] 53 root - INFO - starting data transformation
[2026-02-28 09:26:35,735 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
[2026-02-28 09:26:35,735 ] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-28 09:26:35,766 ] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-02-28 09:26:35,771 ] 56 root - INFO - exited the save_object method of MainUtils class
[2026-02-28 09:26:35,772 ] 33 root - INFO - Model Training sstared
