[2026-02-23 20:10:13,670 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-23 20:10:16,225 ] 16 root - INFO - Initiate the dataingestion
[2026-02-23 20:10:20,294 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-23 20:10:20,295 ] 70 root - INFO - Exporting train and test file path
[2026-02-23 20:10:20,363 ] 80 root - INFO - Exported train and test file path
[2026-02-23 20:10:20,363 ] 19 root - INFO - Data initiaion completed
[2026-02-23 20:10:20,370 ] 23 root - INFO - initiate the data validation
[2026-02-23 20:10:20,429 ] 37 root - INFO - Required number of columns:2
[2026-02-23 20:10:20,429 ] 38 root - INFO - Data from ha columns:31
[2026-02-23 20:10:20,429 ] 37 root - INFO - Required number of columns:2
[2026-02-23 20:10:20,429 ] 38 root - INFO - Data from ha columns:31
[2026-02-23 20:10:20,579 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-23 20:10:20,580 ] 53 root - INFO - starting data transformation
[2026-02-23 20:10:20,602 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
