[2026-02-27 02:54:38,797 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-27 02:54:41,340 ] 17 root - INFO - Initiate the dataingestion
[2026-02-27 02:54:45,428 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-27 02:54:45,429 ] 70 root - INFO - Exporting train and test file path
[2026-02-27 02:54:45,493 ] 80 root - INFO - Exported train and test file path
[2026-02-27 02:54:45,494 ] 20 root - INFO - Data initiaion completed
[2026-02-27 02:54:45,501 ] 24 root - INFO - initiate the data validation
[2026-02-27 02:54:45,558 ] 37 root - INFO - Required number of columns:2
[2026-02-27 02:54:45,559 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 02:54:45,559 ] 37 root - INFO - Required number of columns:2
[2026-02-27 02:54:45,559 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 02:54:45,710 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-27 02:54:45,710 ] 53 root - INFO - starting data transformation
[2026-02-27 02:54:45,736 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
[2026-02-27 02:54:45,736 ] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-27 02:54:45,752 ] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-02-27 02:54:45,756 ] 56 root - INFO - exited the save_object method of MainUtils class
[2026-02-27 02:54:45,758 ] 33 root - INFO - Model Training sstared
