[2026-02-18 23:57:41,488 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-18 23:57:44,537 ] 16 root - INFO - Initiate the dataingestion
[2026-02-18 23:57:49,196 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-18 23:57:49,196 ] 70 root - INFO - Exporting train and test file path
[2026-02-18 23:57:49,274 ] 80 root - INFO - Exported train and test file path
[2026-02-18 23:57:49,275 ] 19 root - INFO - Data initiaion completed
[2026-02-18 23:57:49,282 ] 23 root - INFO - initiate the data validation
[2026-02-18 23:57:49,351 ] 37 root - INFO - Required number of columns:2
[2026-02-18 23:57:49,352 ] 38 root - INFO - Data from ha columns:31
[2026-02-18 23:57:49,352 ] 37 root - INFO - Required number of columns:2
[2026-02-18 23:57:49,352 ] 38 root - INFO - Data from ha columns:31
[2026-02-18 23:57:49,507 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-18 23:57:49,507 ] 53 root - INFO - starting data transformation
[2026-02-18 23:57:49,537 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
