[2026-02-27 02:46:49,515 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-27 02:46:52,778 ] 17 root - INFO - Initiate the dataingestion
[2026-02-27 02:46:56,992 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-27 02:46:56,993 ] 70 root - INFO - Exporting train and test file path
[2026-02-27 02:46:57,066 ] 80 root - INFO - Exported train and test file path
[2026-02-27 02:46:57,067 ] 20 root - INFO - Data initiaion completed
[2026-02-27 02:46:57,074 ] 24 root - INFO - initiate the data validation
[2026-02-27 02:46:57,143 ] 37 root - INFO - Required number of columns:2
[2026-02-27 02:46:57,146 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 02:46:57,146 ] 37 root - INFO - Required number of columns:2
[2026-02-27 02:46:57,146 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 02:46:57,313 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-27 02:46:57,313 ] 53 root - INFO - starting data transformation
[2026-02-27 02:46:57,336 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
[2026-02-27 02:46:57,336 ] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-27 02:46:57,352 ] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-02-27 02:46:57,356 ] 56 root - INFO - exited the save_object method of MainUtils class
[2026-02-27 02:46:57,358 ] 33 root - INFO - Model Training sstared
