[2026-02-27 02:51:50,802 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-27 02:51:53,462 ] 17 root - INFO - Initiate the dataingestion
[2026-02-27 02:51:57,713 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-27 02:51:57,714 ] 70 root - INFO - Exporting train and test file path
[2026-02-27 02:51:57,781 ] 80 root - INFO - Exported train and test file path
[2026-02-27 02:51:57,782 ] 20 root - INFO - Data initiaion completed
[2026-02-27 02:51:57,788 ] 24 root - INFO - initiate the data validation
[2026-02-27 02:51:57,837 ] 37 root - INFO - Required number of columns:2
[2026-02-27 02:51:57,838 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 02:51:57,838 ] 37 root - INFO - Required number of columns:2
[2026-02-27 02:51:57,838 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 02:51:57,984 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-27 02:51:57,984 ] 53 root - INFO - starting data transformation
[2026-02-27 02:51:58,010 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
[2026-02-27 02:51:58,010 ] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-27 02:51:58,026 ] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-02-27 02:51:58,030 ] 56 root - INFO - exited the save_object method of MainUtils class
[2026-02-27 02:51:58,032 ] 33 root - INFO - Model Training sstared
