[2026-02-23 19:47:12,007 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-23 19:47:14,667 ] 16 root - INFO - Initiate the dataingestion
[2026-02-23 19:47:19,178 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-23 19:47:19,179 ] 70 root - INFO - Exporting train and test file path
[2026-02-23 19:47:19,242 ] 80 root - INFO - Exported train and test file path
[2026-02-23 19:47:19,243 ] 19 root - INFO - Data initiaion completed
[2026-02-23 19:47:19,250 ] 23 root - INFO - initiate the data validation
[2026-02-23 19:47:19,316 ] 37 root - INFO - Required number of columns:2
[2026-02-23 19:47:19,317 ] 38 root - INFO - Data from ha columns:31
[2026-02-23 19:47:19,317 ] 37 root - INFO - Required number of columns:2
[2026-02-23 19:47:19,317 ] 38 root - INFO - Data from ha columns:31
