[2026-02-23 19:59:51,452 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-23 19:59:54,861 ] 16 root - INFO - Initiate the dataingestion
[2026-02-23 20:00:01,605 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-23 20:00:01,606 ] 70 root - INFO - Exporting train and test file path
[2026-02-23 20:00:01,706 ] 80 root - INFO - Exported train and test file path
[2026-02-23 20:00:01,707 ] 19 root - INFO - Data initiaion completed
[2026-02-23 20:00:01,715 ] 23 root - INFO - initiate the data validation
[2026-02-23 20:00:01,808 ] 37 root - INFO - Required number of columns:2
[2026-02-23 20:00:01,809 ] 38 root - INFO - Data from ha columns:31
[2026-02-23 20:00:01,809 ] 37 root - INFO - Required number of columns:2
[2026-02-23 20:00:01,809 ] 38 root - INFO - Data from ha columns:31
[2026-02-23 20:00:02,004 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-23 20:00:02,004 ] 53 root - INFO - starting data transformation
[2026-02-23 20:00:02,037 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
