[2026-02-18 23:49:48,426 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-18 23:49:51,407 ] 16 root - INFO - Initiate the dataingestion
[2026-02-18 23:49:57,603 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-18 23:49:57,604 ] 70 root - INFO - Exporting train and test file path
[2026-02-18 23:49:57,675 ] 80 root - INFO - Exported train and test file path
[2026-02-18 23:49:57,675 ] 19 root - INFO - Data initiaion completed
[2026-02-18 23:49:57,701 ] 23 root - INFO - initiate the data validation
[2026-02-18 23:49:57,774 ] 37 root - INFO - Required number of columns:2
[2026-02-18 23:49:57,774 ] 38 root - INFO - Data from ha columns:31
[2026-02-18 23:49:57,774 ] 37 root - INFO - Required number of columns:2
[2026-02-18 23:49:57,774 ] 38 root - INFO - Data from ha columns:31
