[2026-02-23 20:12:32,630 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-23 20:12:35,148 ] 16 root - INFO - Initiate the dataingestion
[2026-02-23 20:12:39,745 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-23 20:12:39,745 ] 70 root - INFO - Exporting train and test file path
[2026-02-23 20:12:39,814 ] 80 root - INFO - Exported train and test file path
[2026-02-23 20:12:39,815 ] 19 root - INFO - Data initiaion completed
[2026-02-23 20:12:39,821 ] 23 root - INFO - initiate the data validation
[2026-02-23 20:12:39,886 ] 37 root - INFO - Required number of columns:2
[2026-02-23 20:12:39,887 ] 38 root - INFO - Data from ha columns:31
[2026-02-23 20:12:39,887 ] 37 root - INFO - Required number of columns:2
[2026-02-23 20:12:39,887 ] 38 root - INFO - Data from ha columns:31
[2026-02-23 20:12:40,039 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-23 20:12:40,039 ] 53 root - INFO - starting data transformation
[2026-02-23 20:12:40,064 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
