[2026-02-23 20:15:05,807 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-23 20:15:08,305 ] 16 root - INFO - Initiate the dataingestion
[2026-02-23 20:15:12,686 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-23 20:15:12,687 ] 70 root - INFO - Exporting train and test file path
[2026-02-23 20:15:12,777 ] 80 root - INFO - Exported train and test file path
[2026-02-23 20:15:12,778 ] 19 root - INFO - Data initiaion completed
[2026-02-23 20:15:12,784 ] 23 root - INFO - initiate the data validation
[2026-02-23 20:15:12,843 ] 37 root - INFO - Required number of columns:2
[2026-02-23 20:15:12,844 ] 38 root - INFO - Data from ha columns:31
[2026-02-23 20:15:12,844 ] 37 root - INFO - Required number of columns:2
[2026-02-23 20:15:12,844 ] 38 root - INFO - Data from ha columns:31
[2026-02-23 20:15:12,985 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-23 20:15:12,985 ] 53 root - INFO - starting data transformation
[2026-02-23 20:15:13,009 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
[2026-02-23 20:15:13,009 ] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-23 20:15:13,027 ] 49 root - INFO - Entered the save_object method of MainUtils class
[2026-02-23 20:15:13,032 ] 54 root - INFO - exited the save_object method of MainUtils class
