[2026-02-27 23:34:03,280 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-27 23:34:06,541 ] 17 root - INFO - Initiate the dataingestion
[2026-02-27 23:34:10,650 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-27 23:34:10,651 ] 70 root - INFO - Exporting train and test file path
[2026-02-27 23:34:10,713 ] 80 root - INFO - Exported train and test file path
[2026-02-27 23:34:10,714 ] 20 root - INFO - Data initiaion completed
[2026-02-27 23:34:10,721 ] 24 root - INFO - initiate the data validation
[2026-02-27 23:34:10,776 ] 37 root - INFO - Required number of columns:2
[2026-02-27 23:34:10,777 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 23:34:10,777 ] 37 root - INFO - Required number of columns:2
[2026-02-27 23:34:10,777 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 23:34:10,915 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-27 23:34:10,916 ] 53 root - INFO - starting data transformation
[2026-02-27 23:34:10,940 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
[2026-02-27 23:34:10,940 ] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-27 23:34:10,958 ] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-02-27 23:34:10,962 ] 56 root - INFO - exited the save_object method of MainUtils class
[2026-02-27 23:34:10,964 ] 33 root - INFO - Model Training sstared
[2026-02-27 23:35:32,526 ] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-02-27 23:35:32,527 ] 56 root - INFO - exited the save_object method of MainUtils class
[2026-02-27 23:35:32,527 ] 94 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\02_27_2026_23_34_03\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909506863243518, precision_score=0.9868367760226813, recall_score=0.9950990402287114), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9754358161648178, precision_score=0.9738924050632911, recall_score=0.976984126984127))
