[2026-02-27 02:31:00,454 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-02-27 02:31:03,174 ] 17 root - INFO - Initiate the dataingestion
[2026-02-27 02:31:07,570 ] 63 root - INFO - Performed train test split on the dataframe
[2026-02-27 02:31:07,571 ] 70 root - INFO - Exporting train and test file path
[2026-02-27 02:31:07,634 ] 80 root - INFO - Exported train and test file path
[2026-02-27 02:31:07,635 ] 20 root - INFO - Data initiaion completed
[2026-02-27 02:31:07,641 ] 24 root - INFO - initiate the data validation
[2026-02-27 02:31:07,696 ] 37 root - INFO - Required number of columns:2
[2026-02-27 02:31:07,701 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 02:31:07,701 ] 37 root - INFO - Required number of columns:2
[2026-02-27 02:31:07,701 ] 38 root - INFO - Data from ha columns:31
[2026-02-27 02:31:07,841 ] 51 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-02-27 02:31:07,841 ] 53 root - INFO - starting data transformation
[2026-02-27 02:31:07,866 ] 36 root - INFO - Entered get_data_transformer method of Transfomation class
[2026-02-27 02:31:07,866 ] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-02-27 02:31:07,883 ] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-02-27 02:31:07,887 ] 56 root - INFO - exited the save_object method of MainUtils class
[2026-02-27 02:31:07,889 ] 33 root - INFO - Model Training sstared
